"Cardigans, The & Tom Jones","Burning Down the House (Duet)","EByXYdGhAHo","E:/Karaoke/Songs/Cardigans, The & Tom Jones - Burning Down the House (Duet) - EByXYdGhAHo.mkv"
"Carpenters","Calling Occupants of Interplanetary Craft","CpNm6kC7xHg","E:/Karaoke/Songs/Carpenters - Calling Occupants of Interplanetary Craft - CpNm6kC7xHg.mkv"
"Carrie Underwood","Before He Cheats","AqYrOoZpsjg","E:/Karaoke/Songs/Carrie Underwood - Before He Cheats - AqYrOoZpsjg.mp4"
"Carrie Underwood","Church Bells","BUHAZnoSl8g","E:/Karaoke/Songs/Carrie Underwood - Church Bells - BUHAZnoSl8g.mp4"
"Carrie Underwood","Ghost Story","4aHucsyTdiY","E:/Karaoke/Songs/Carrie Underwood - Ghost Story - 4aHucsyTdiY.mp4"
"Cat Power","Metal Heart","4gndpOoR3-k","E:/Karaoke/Songs/Cat Power - Metal Heart - 4gndpOoR3-k.mkv"
"Cat Stevens","Wild World (acoustic)","FzFW6aK18dQ","E:/Karaoke/Songs/Cat Stevens - Wild World (acoustic) - FzFW6aK18dQ.mkv"
"Chappell Roan","Casual","-A58t72ENz4","E:/Karaoke/Songs/Chappell Roan - Casual - -A58t72ENz4.mp4"
"Chappell Roan","Good Luck, Babe!","DjkCfplHxww","E:/Karaoke/Songs/Chappell Roan - Good Luck, Babe! - DjkCfplHxww.mp4"
"Chappell Roan","Pink Pony Club","d4L7iymCVHk","E:/Karaoke/Songs/Chappell Roan - Pink Pony Club - d4L7iymCVHk.mp4"
"Chappell Roan","Red Wine Supernova","h9iOmGY0zRM","E:/Karaoke/Songs/Chappell Roan - Red Wine Supernova - h9iOmGY0zRM.mp4"
"Charly Bliss","Capacity","6TAU7 P8iLE","E:/Karaoke/Songs/Charly Bliss - Capacity - 6TAU7_P8iLE.mp4"
"Charly Bliss","Hard to Believe","-sDD0zOvYDw","E:/Karaoke/Songs/Charly Bliss - Hard to Believe - -sDD0zOvYDw.mp4"
"Charly Bliss","Percolator","K6MDCakJjTc","E:/Karaoke/Songs/Charly Bliss - Percolator - K6MDCakJjTc.mp4"
"Cher","Believe","n24s-klOW0c","E:/Karaoke/Songs/Cher - Believe - n24s-klOW0c.mp4"
"Chevelle","The Red","ASdMdGH2rVI","E:/Karaoke/Songs/Chevelle - The Red - ASdMdGH2rVI.mkv"
"Chicago","25 or 6 to 4","zChp1RTIQa8","E:/Karaoke/Songs/Chicago - 25 or 6 to 4 - zChp1RTIQa8.mp4"
"Chicago","If You Leave Me Now (acoustic)","nDvCk8Lh3FI","E:/Karaoke/Songs/Chicago - If You Leave Me Now (acoustic) - nDvCk8Lh3FI.mkv"
"Chicks, The","Cowboy Take Me Away","rj-tnieGkB4","E:/Karaoke/Songs/Chicks, The - Cowboy Take Me Away - rj-tnieGkB4.mp4"
"Chicks, The","Goodbye Earl","p1WXou5zv5M","E:/Karaoke/Songs/Chicks, The - Goodbye Earl - p1WXou5zv5M.mp4"
"Chicks, The","Landslide","wE9pTIpP QM","E:/Karaoke/Songs/Chicks, The - Landslide - wE9pTIpP_QM.mp4"
"Chicks, The","There's Your Trouble","D5LlUFtgpQk","E:/Karaoke/Songs/Chicks, The - There's Your Trouble - D5LlUFtgpQk.mp4"
"Chicks, The","Wide Open Spaces","z15wTzk3LCY","E:/Karaoke/Songs/Chicks, The - Wide Open Spaces - z15wTzk3LCY.mp4"
"Childish Gambino","Redbone","VtlB9rCmv1k","E:/Karaoke/Songs/Childish Gambino - Redbone - VtlB9rCmv1k.mp4"
"Childish Gambino","Redbone (Clean)","yM0VA66F7CQ","E:/Karaoke/Songs/Childish Gambino - Redbone (Clean) - yM0VA66F7CQ.mkv"
"Chip 'N Dale Rescue Rangers","Chip 'N Dale Rescue Rangers Theme Song","jtHw28HAzLs","E:/Karaoke/Songs/Chip 'N Dale Rescue Rangers - Chip 'N Dale Rescue Rangers Theme Song - jtHw28HAzLs.mp4"
"Chris Cornell","Can't Change Me","pSn1dy5gtp4","E:/Karaoke/Songs/Chris Cornell - Can't Change Me - pSn1dy5gtp4.mp4"
"Chris Cornell","Pillow of Your Bones","rIUzN1BHotk","E:/Karaoke/Songs/Chris Cornell - Pillow of Your Bones - rIUzN1BHotk.mkv"
"Chris Cornell","Sweet Euphoria","OPBSR5UmO3w","E:/Karaoke/Songs/Chris Cornell - Sweet Euphoria - OPBSR5UmO3w.mkv"
"Chris Isaak","Wicked Game","QCCgj948gGQ","E:/Karaoke/Songs/Chris Isaak - Wicked Game - QCCgj948gGQ.mp4"
"Chumbawamba","On the Day the Nazi Died","1qXeiWEPz1I","E:/Karaoke/Songs/Chumbawamba - On the Day the Nazi Died - 1qXeiWEPz1I.mkv"
"Chumbawamba","On the Day the Nazi Died (live)","GjHMJALi1wM","E:/Karaoke/Songs/Chumbawamba - On the Day the Nazi Died (live) - GjHMJALi1wM.mkv"
"Chumbawamba","Tubthumping","HtbMqSts8dI","E:/Karaoke/Songs/Chumbawamba - Tubthumping - HtbMqSts8dI.mp4"
"Church, The","Reptile","GAm0aT4 9vs","E:/Karaoke/Songs/Church, The - Reptile - GAm0aT4_9vs.mp4"
"Church, The","Under the Milky Way","N dCaUpD15U","E:/Karaoke/Songs/Church, The - Under the Milky Way - N_dCaUpD15U.mp4"
"CHVRCHES & Robert Smith","How Not to Drown (Duet)","2iUtuNMwt88","E:/Karaoke/Songs/CHVRCHES & Robert Smith - How Not to Drown (Duet) - 2iUtuNMwt88.mp4"
"CKY","Escape from Hellview","D I6uVm8Ot8","E:/Karaoke/Songs/CKY - Escape from Hellview - D_I6uVm8Ot8.mkv"
"Classics IV, The","Spooky","ILS6vA HaK8","E:/Karaoke/Songs/Classics IV, The - Spooky - ILS6vA_HaK8.mp4"
"Coldplay","Fix You (acoustic)","UT73q3xFfqs","E:/Karaoke/Songs/Coldplay - Fix You (acoustic) - UT73q3xFfqs.mkv"
"Coldplay","The Scientist (acoustic)","AteYPdY36xo","E:/Karaoke/Songs/Coldplay - The Scientist (acoustic) - AteYPdY36xo.mkv"
"Coldplay","Violet Hill","Aa2l ii gkg","E:/Karaoke/Songs/Coldplay - Violet Hill - Aa2l_ii_gkg.mkv"
"Colin Hay","Overkill (Acoustic)","psz688zQ4qg","E:/Karaoke/Songs/Colin Hay - Overkill (Acoustic) - psz688zQ4qg.mkv"
"Concrete Blonde","Caroline","JHxTY-KPyQI","E:/Karaoke/Songs/Concrete Blonde - Caroline - JHxTY-KPyQI.mkv"
"Conway Twitty","Hello Darlin'","BgrAR-F7PNY","E:/Karaoke/Songs/Conway Twitty - Hello Darlin' - BgrAR-F7PNY.mkv"
"Conway Twitty","I See the Want To in Your Eyes","epCrahItaog","E:/Karaoke/Songs/Conway Twitty - I See the Want To in Your Eyes - epCrahItaog.mkv"
"Conway Twitty","It's Only Make Believe","VTrH38Y3XOA","E:/Karaoke/Songs/Conway Twitty - It's Only Make Believe - VTrH38Y3XOA.mkv"
"Cosmo Sheldrake","Does the Swallow Dream of Flying","SPIDJWFUny0","E:/Karaoke/Songs/Cosmo Sheldrake - Does the Swallow Dream of Flying - SPIDJWFUny0.mp4"
"Cotton Mather","My Before and After","BYsma0FUn8o","E:/Karaoke/Songs/Cotton Mather - My Before and After - BYsma0FUn8o.mkv"
"Cowboy Malfoy","How I'd Kill","UxhghwiuKEo","E:/Karaoke/Songs/Cowboy Malfoy - How I'd Kill - UxhghwiuKEo.mkv"
"Coyote Kid","Destroyer of Worlds","yNkxVQbIzsQ","E:/Karaoke/Songs/Coyote Kid - Destroyer of Worlds - yNkxVQbIzsQ.mp4"
"Cramps, The","Goo Goo Muck","i7evW97VhMc","E:/Karaoke/Songs/Cramps, The - Goo Goo Muck - i7evW97VhMc.mp4"
"Cranberries, The","Linger (acoustic)","ik9kFjMSGkU","E:/Karaoke/Songs/Cranberries, The - Linger (acoustic) - ik9kFjMSGkU.mkv"
"Cranberries, The","Zombie","m8CEEkqQiiY","E:/Karaoke/Songs/Cranberries, The - Zombie - m8CEEkqQiiY.mp4"
"Cranberries, The","Zombie (acoustic)","bMcrn5jPbuY","E:/Karaoke/Songs/Cranberries, The - Zombie (acoustic) - bMcrn5jPbuY.mkv"
"Cranberries, The","Zombie (acoustic, lower key)","DFtHfw- lro","E:/Karaoke/Songs/Cranberries, The - Zombie (acoustic, lower key) - DFtHfw-_lro.mkv"
"Crane Wives, The","Curses","VH79fXG5BL4","E:/Karaoke/Songs/Crane Wives, The - Curses - VH79fXG5BL4.mkv"
"Crash Test Dummies","Mmm Mmm Mmm Mmm","Ky7XyEPLVfM","E:/Karaoke/Songs/Crash Test Dummies - Mmm Mmm Mmm Mmm - Ky7XyEPLVfM.mp4"
"Crazy Ex Girlfriend","You Stupid Bitch","vrfRktzWl48","E:/Karaoke/Songs/Crazy Ex Girlfriend - You Stupid Bitch - vrfRktzWl48.mkv"
"Crazy World of Arthur Brown, The","Fire","573mpEzsmhM","E:/Karaoke/Songs/Crazy World of Arthur Brown, The - Fire - 573mpEzsmhM.mkv"
"Creed","Higher","ud-5azVRG9E","E:/Karaoke/Songs/Creed - Higher - ud-5azVRG9E.mp4"
"Creed","My Own Prison","RbqQcmHHyx0","E:/Karaoke/Songs/Creed - My Own Prison - RbqQcmHHyx0.mp4"
"Creed","My Sacrifice","q8NW5NoSN8s","E:/Karaoke/Songs/Creed - My Sacrifice - q8NW5NoSN8s.mp4"
"Creed","One Last Breath","5Bnth5PeS8Y","E:/Karaoke/Songs/Creed - One Last Breath - 5Bnth5PeS8Y.mp4"
"Creed","One Last Breath (acoustic)","bYjkNZ1EBdk","E:/Karaoke/Songs/Creed - One Last Breath (acoustic) - bYjkNZ1EBdk.mkv"
"Creedence Clearwater Revival","Have You Ever Seen the Rain (acoustic)","9Xeu9RMKjC4","E:/Karaoke/Songs/Creedence Clearwater Revival - Have You Ever Seen the Rain (acoustic) - 9Xeu9RMKjC4.mkv"
"Crossfade","Cold","ePeGkCCAdfo","E:/Karaoke/Songs/Crossfade - Cold - ePeGkCCAdfo.mkv"
"Cure, The","Just Like Heaven","0421tpZGaBU","E:/Karaoke/Songs/Cure, The - Just Like Heaven - 0421tpZGaBU.mp4"
"Cure, The","Lullaby","89vdI bblv0","E:/Karaoke/Songs/Cure, The - Lullaby - 89vdI_bblv0.mp4"
"Cure, The","The Lovecats","CcB7-bjWXEU","E:/Karaoke/Songs/Cure, The - The Lovecats - CcB7-bjWXEU.mkv"
"Cutting Crew","(I Just) Died in Your Arms","uLbdaJaokuc","E:/Karaoke/Songs/Cutting Crew - (I Just) Died in Your Arms - uLbdaJaokuc.mkv"
"Cyndi Lauper","Girls Just Want To Have Fun","-Fg7m1ZqkxI","E:/Karaoke/Songs/Cyndi Lauper - Girls Just Want To Have Fun - -Fg7m1ZqkxI.mp4"
"d4vd","My House Is Not a Home","sbwdgfWo7a0","E:/Karaoke/Songs/d4vd - My House Is Not a Home - sbwdgfWo7a0.mp4"
"d4vd","Romantic Homicide","6gJOFTj-z I","E:/Karaoke/Songs/d4vd - Romantic Homicide - 6gJOFTj-z_I.mp4"
"Daft Punk","Around the World","jBHwPDrQQYk","E:/Karaoke/Songs/Daft Punk - Around the World - jBHwPDrQQYk.mkv"
"Daft Punk","Digital Love","30yFxKSrAp4","E:/Karaoke/Songs/Daft Punk - Digital Love - 30yFxKSrAp4.mkv"
"Daft Punk","Fragments of Time","VYHfmB86EhY","E:/Karaoke/Songs/Daft Punk - Fragments of Time - VYHfmB86EhY.mkv"
"Daft Punk","Get Lucky ft. Pharrell Williams","uParMH8WhqQ","E:/Karaoke/Songs/Daft Punk - Get Lucky ft. Pharrell Williams - uParMH8WhqQ.mkv"
"Daft Punk","Harder, Better, Faster, Stronger","9cDErZaUJDg","E:/Karaoke/Songs/Daft Punk - Harder, Better, Faster, Stronger - 9cDErZaUJDg.mkv"
"Daft Punk","Instant Crush ft. Julian Casablancas","LJc3IQvmuiE","E:/Karaoke/Songs/Daft Punk - Instant Crush ft. Julian Casablancas - LJc3IQvmuiE.mkv"
"Daft Punk","Lose Yourself to Dance","uhNcx6Myiu0","E:/Karaoke/Songs/Daft Punk - Lose Yourself to Dance - uhNcx6Myiu0.mkv"
"Daft Punk","One More Time","Ofh80EmEwRA","E:/Karaoke/Songs/Daft Punk - One More Time - Ofh80EmEwRA.mkv"
"Daft Punk","Robot Rock","cSQeW4C9y2I","E:/Karaoke/Songs/Daft Punk - Robot Rock - cSQeW4C9y2I.mkv"
"Daft Punk","Technologic","Y14CqpOd4AI","E:/Karaoke/Songs/Daft Punk - Technologic - Y14CqpOd4AI.mkv"
"Daft Punk","Within","sN00KXsBH0c","E:/Karaoke/Songs/Daft Punk - Within - sN00KXsBH0c.mkv"
"Danzig","Mother","DJupAbO4rLA","E:/Karaoke/Songs/Danzig - Mother - DJupAbO4rLA.mp4"
"Darkness, The","I Believe in a Thing Called Love","g mMdLr2RSE","E:/Karaoke/Songs/Darkness, The - I Believe in a Thing Called Love - g_mMdLr2RSE.mkv"
"Dashboard Confessional","Vindicated","JuM6tjk AQU","E:/Karaoke/Songs/Dashboard Confessional - Vindicated - JuM6tjk_AQU.mp4"
"Datarock","Amarillion","h3vVM9LJp0E","E:/Karaoke/Songs/Datarock - Amarillion - h3vVM9LJp0E.mp4"
"David Bowie","Ashes To Ashes","Io xgvSLVrM","E:/Karaoke/Songs/David Bowie - Ashes To Ashes - Io_xgvSLVrM.mp4"
"David Bowie","Changes","7cbFiCN0LA4","E:/Karaoke/Songs/David Bowie - Changes - 7cbFiCN0LA4.mp4"
"David Bowie","Fame","mvKHRjzsYm4","E:/Karaoke/Songs/David Bowie - Fame - mvKHRjzsYm4.mp4"
"David Bowie","Heroes","VzM15dOXLA8","E:/Karaoke/Songs/David Bowie - Heroes - VzM15dOXLA8.mp4"
"David Bowie","Lady Stardust","9QLQ3-iL8j0","E:/Karaoke/Songs/David Bowie - Lady Stardust - 9QLQ3-iL8j0.mkv"
"David Bowie","Let's Dance","YC5orEtpCCI","E:/Karaoke/Songs/David Bowie - Let's Dance - YC5orEtpCCI.mp4"
"David Bowie","Life On Mars","7q8PGq5ogbg","E:/Karaoke/Songs/David Bowie - Life On Mars - 7q8PGq5ogbg.mp4"
"David Bowie","Man Who Sold The World, The","4F2bvQfQy9g","E:/Karaoke/Songs/David Bowie - Man Who Sold The World, The - 4F2bvQfQy9g.mp4"
"David Bowie","Modern Love","LTgmQ47fj7U","E:/Karaoke/Songs/David Bowie - Modern Love - LTgmQ47fj7U.mp4"
"David Bowie","Moonage Daydream","H4UR-sZFhRo","E:/Karaoke/Songs/David Bowie - Moonage Daydream - H4UR-sZFhRo.mp4"
"David Bowie","Rebel Rebel","uJ0mrDklDog","E:/Karaoke/Songs/David Bowie - Rebel Rebel - uJ0mrDklDog.mp4"
"David Bowie","Rock 'n' Roll With Me","AAbtMuIb7XA","E:/Karaoke/Songs/David Bowie - Rock 'n' Roll With Me - AAbtMuIb7XA.mp4"
"David Bowie","Space Oddity","uxdNTbByADU","E:/Karaoke/Songs/David Bowie - Space Oddity - uxdNTbByADU.mp4"
"David Bowie","Starman","Z55qQqt8Yqk","E:/Karaoke/Songs/David Bowie - Starman - Z55qQqt8Yqk.mp4"
"David Bowie","Ziggy Stardust","MWIt6Od7eCQ","E:/Karaoke/Songs/David Bowie - Ziggy Stardust - MWIt6Od7eCQ.mp4"
"Dazey and the Scouts","Wet","B2iJHV7c2Ok","E:/Karaoke/Songs/Dazey and the Scouts - Wet - B2iJHV7c2Ok.mp4"
"Dead Kennedys","Nazi Punks Fuck Off","4eZ CnfIljw","E:/Karaoke/Songs/Dead Kennedys - Nazi Punks Fuck Off - 4eZ_CnfIljw.mkv"
"Dead or Alive","You Spin Me Round","Mh9CuCiNJEk","E:/Karaoke/Songs/Dead or Alive - You Spin Me Round - Mh9CuCiNJEk.mp4"
"Death Cab for Cutie","I Will Follow You into the Dark","BbsGlgEsgqA","E:/Karaoke/Songs/Death Cab for Cutie - I Will Follow You into the Dark - BbsGlgEsgqA.mp4"
"Decemberists, The","Calamity Song","Bp9v5bds4OI","E:/Karaoke/Songs/Decemberists, The - Calamity Song - Bp9v5bds4OI.mkv"
"Decemberists, The","Here I Dreamt I Was an Architect","mxJppHMe7yQ","E:/Karaoke/Songs/Decemberists, The - Here I Dreamt I Was an Architect - mxJppHMe7yQ.mkv"
"Decemberists, The","O Valencia!","6jZDyBh0eUQ","E:/Karaoke/Songs/Decemberists, The - O Valencia! - 6jZDyBh0eUQ.mkv"
"Decemberists, The","The Chimbley Sweep","-4E1oIUIEuI","E:/Karaoke/Songs/Decemberists, The - The Chimbley Sweep - -4E1oIUIEuI.mp4"
"Decemberists, The","The Legionnaire's Lament","aDsA2EXVV4k","E:/Karaoke/Songs/Decemberists, The - The Legionnaire's Lament - aDsA2EXVV4k.mkv"
"Decemberists, The","Yankee Bayonet (I Will Be Home Then)","IFK57PekHqk","E:/Karaoke/Songs/Decemberists, The - Yankee Bayonet (I Will Be Home Then) - IFK57PekHqk.mkv"
"Deee-Lite","Groove Is in the Heart","PvIWzfiWtJ0","E:/Karaoke/Songs/Deee-Lite - Groove Is in the Heart - PvIWzfiWtJ0.mkv"
"Def Leppard","Animal","i9hovvAh4Ys","E:/Karaoke/Songs/Def Leppard - Animal - i9hovvAh4Ys.mkv"
"Def Leppard","Photograph","0KJN6WVmsXg","E:/Karaoke/Songs/Def Leppard - Photograph - 0KJN6WVmsXg.mkv"
"Demi Lovato","Confident","xsnGhrrspSM","E:/Karaoke/Songs/Demi Lovato - Confident - xsnGhrrspSM.mp4"
"Depeche Mode","Barrel of a Gun","ocMfZbaMsB8","E:/Karaoke/Songs/Depeche Mode - Barrel of a Gun - ocMfZbaMsB8.mp4"
"Depeche Mode","Blasphemous Rumours","MwDoo8 jPzA","E:/Karaoke/Songs/Depeche Mode - Blasphemous Rumours - MwDoo8_jPzA.mp4"
"Depeche Mode","Enjoy The Silence","KekDOsq DeA","E:/Karaoke/Songs/Depeche Mode - Enjoy The Silence - KekDOsq_DeA.mp4"
"Depeche Mode","Never Let Me Down Again","qpQ7OtR8mPM","E:/Karaoke/Songs/Depeche Mode - Never Let Me Down Again - qpQ7OtR8mPM.mp4"
"Depeche Mode","Personal Jesus","T9YzdgHnsv4","E:/Karaoke/Songs/Depeche Mode - Personal Jesus - T9YzdgHnsv4.mp4"
"Depeche Mode","Policy Of Truth","7yn2GWrUSis","E:/Karaoke/Songs/Depeche Mode - Policy Of Truth - 7yn2GWrUSis.mp4"
"Depeche Mode","Where's The Revolution","3t1rd6slQxM","E:/Karaoke/Songs/Depeche Mode - Where's The Revolution - 3t1rd6slQxM.mp4"
"Destroy Boys","Crybaby","jyIAStOu2TU","E:/Karaoke/Songs/Destroy Boys - Crybaby - jyIAStOu2TU.mp4"
"Destroy Boys","I Threw Glass at My Friend's Eyes...","ncB5UmsxNd8","E:/Karaoke/Songs/Destroy Boys - I Threw Glass at My Friend's Eyes... - ncB5UmsxNd8.mp4"
"Devo","Gut Feeling, Slap Your Mammy","AcMa0xcv3Qg","E:/Karaoke/Songs/Devo - Gut Feeling, Slap Your Mammy - AcMa0xcv3Qg.mp4"
"Devo","Uncontrollable Urge","S2XDD8 VCfw","E:/Karaoke/Songs/Devo - Uncontrollable Urge - S2XDD8_VCfw.mkv"
"Dio","Holy Diver","s8cUEyym90c","E:/Karaoke/Songs/Dio - Holy Diver - s8cUEyym90c.mkv"
"Dirty Heads","Stand Tall","PN-kKNYfRj4","E:/Karaoke/Songs/Dirty Heads - Stand Tall - PN-kKNYfRj4.mp4"
"Distillers, The","Hall of Mirrors","u6N74dQ8L4","E:/Karaoke/Songs/Distillers, The - Hall of Mirrors - u6N74dQ8L4.mp4"
"Disturbed","Down With The Sickness","mDvnWKr0vTU","E:/Karaoke/Songs/Disturbed - Down With The Sickness - mDvnWKr0vTU.mp4"
"Disturbed","Stupify","PmMUl9UojAs","E:/Karaoke/Songs/Disturbed - Stupify - PmMUl9UojAs.mp4"
"Dixie Chicks, The","See 'Chicks, The'","00000000000","E:/Karaoke/Songs/Dixie Chicks, The - See 'Chicks, The' - 00000000000.mp4"
"Doja Cat","Say So","Bl2AbaX85mw","E:/Karaoke/Songs/Doja Cat - Say So - Bl2AbaX85mw.mkv"
"Doja Cat","Tia Tamera ft. Rico Nasty","hLGnZilWKnQ","E:/Karaoke/Songs/Doja Cat - Tia Tamera ft. Rico Nasty - hLGnZilWKnQ.mp4"
"Dolly Parton","9 to 5","OqQz92Od-HU","E:/Karaoke/Songs/Dolly Parton - 9 to 5 - OqQz92Od-HU.mp4"
"Dolly Parton","Jolene","r9lVYyhkqUU","E:/Karaoke/Songs/Dolly Parton - Jolene - r9lVYyhkqUU.mp4"
"Donovan","Season of the Witch","UBXDCuDppxI","E:/Karaoke/Songs/Donovan - Season of the Witch - UBXDCuDppxI.mp4"
"Donovan","Sunshine Superman","CWtbDnLqUmg","E:/Karaoke/Songs/Donovan - Sunshine Superman - CWtbDnLqUmg.mp4"
"Doors, The","Crystal Ship, The","4Bg iSGHs7k","E:/Karaoke/Songs/Doors, The - Crystal Ship, The - 4Bg iSGHs7k.mp4"
"Doors, The","Hello, I Love You","DGr9o IYYs0","E:/Karaoke/Songs/Doors, The - Hello, I Love You - DGr9o IYYs0.mp4"
"Doors, The","The End","xltxNkvBDt8","E:/Karaoke/Songs/Doors, The - The End - xltxNkvBDt8.mp4"
"Doors, The","Touch Me","B18nwO0WKio","E:/Karaoke/Songs/Doors, The - Touch Me - B18nwO0WKio.mp4"
"Dr. Horrible","My Freeze Ray","jI02KoEPH1c","E:/Karaoke/Songs/Dr. Horrible - My Freeze Ray - jI02KoEPH1c.mp4"
"Drake","Hotline Bling","k38V MG1ZsE","E:/Karaoke/Songs/Drake - Hotline Bling - k38V_MG1ZsE.mp4"
"Duran Duran","Hungry Like the Wolf","GmzRIaRCo M","E:/Karaoke/Songs/Duran Duran - Hungry Like the Wolf - GmzRIaRCo_M.mp4"
"Duran Duran","Invisible","bNUoQmWnFLw","E:/Karaoke/Songs/Duran Duran - Invisible - bNUoQmWnFLw.mkv"
"Earth, Wind & Fire","September","cKRmRYad318","E:/Karaoke/Songs/Earth, Wind & Fire - September - cKRmRYad318.mp4"
"Edith Piaf","La Vie en Rose","4c4myH5kbo0","E:/Karaoke/Songs/Edith Piaf - La Vie en Rose - 4c4myH5kbo0.mkv"
"Edwin McCain","I'll Be","fMekk3ND7Uw","E:/Karaoke/Songs/Edwin McCain - I'll Be - fMekk3ND7Uw.mp4"
"Electric Light Orchestra","Don't Bring Me Down","PSv4nd7NkIQ","E:/Karaoke/Songs/Electric Light Orchestra - Don't Bring Me Down - PSv4nd7NkIQ.mkv"
"Electric Light Orchestra","Strange Magic","S1sRNdTOn6U","E:/Karaoke/Songs/Electric Light Orchestra - Strange Magic - S1sRNdTOn6U.mkv"
"Elton John","Bennie and the Jets","jB4ELOZpX7U","E:/Karaoke/Songs/Elton John - Bennie and the Jets - jB4ELOZpX7U.mp4"
"Elton John","Funeral for a Friend, Love Lies Bleeding","Vn KBkhfoyk","E:/Karaoke/Songs/Elton John - Funeral for a Friend, Love Lies Bleeding - Vn_KBkhfoyk.mkv"
"Emilie Autumn","Dead Is the New Alive","WnXhOtmNZmk","E:/Karaoke/Songs/Emilie Autumn - Dead Is the New Alive - WnXhOtmNZmk.mp4"
"Emilie Autumn","Gentlemen Aren't Nice"," 2YQQCjBDFk","E:/Karaoke/Songs/Emilie Autumn - Gentlemen Aren't Nice - _2YQQCjBDFk.mp4"
"Emilie Autumn","Misery Loves Company","aECiiOj14D0","E:/Karaoke/Songs/Emilie Autumn - Misery Loves Company - aECiiOj14D0.mp4"
"Emilie Autumn","Thank God I'm Pretty","cZTAhXcX BY","E:/Karaoke/Songs/Emilie Autumn - Thank God I'm Pretty - cZTAhXcX_BY.mp4"
"Emilie Autumn","The Art of Suicide","o7yzzjMLTms","E:/Karaoke/Songs/Emilie Autumn - The Art of Suicide - o7yzzjMLTms.mp4"
"Eminem","Love the Way You Lie ft. Rihanna","HChbNQd8yjs","E:/Karaoke/Songs/Eminem - Love the Way You Lie ft. Rihanna - HChbNQd8yjs.mp4"
"Enrique Iglesias","Hero (acoustic)","V7kBWZh8tqY","E:/Karaoke/Songs/Enrique Iglesias - Hero (acoustic) - V7kBWZh8tqY.mkv"
"Eric Clapton","Cocaine","AXuj7b9JTMA","E:/Karaoke/Songs/Eric Clapton - Cocaine - AXuj7b9JTMA.mp4"
"Eric Hutchinson","OK, It's Alright With Me","e3JEKAA-SwI","E:/Karaoke/Songs/Eric Hutchinson - OK, It's Alright With Me - e3JEKAA-SwI.mp4"
"Eurythmics","Sweet Dreams (Are Made of This) (Remix)","-f0Zqxmfm1o","E:/Karaoke/Songs/Eurythmics - Sweet Dreams (Are Made of This) (Remix) - -f0Zqxmfm1o.mkv"
"Evanescence","Bring Me to Life","frpfRwGv6KU","E:/Karaoke/Songs/Evanescence - Bring Me to Life - frpfRwGv6KU.mkv"
"Evanescence","Everybody's Fool","kzAre14LqGI","E:/Karaoke/Songs/Evanescence - Everybody's Fool - kzAre14LqGI.mp4"
"Evanescence","Going Under","hmgPwlcQHHg","E:/Karaoke/Songs/Evanescence - Going Under - hmgPwlcQHHg.mkv"
"Evanescence","Lithium","dFq7PxiKCj8","E:/Karaoke/Songs/Evanescence - Lithium - dFq7PxiKCj8.mp4"
"Evanescence","My Immortal","Dv4s4KFptCE","E:/Karaoke/Songs/Evanescence - My Immortal - Dv4s4KFptCE.mp4"
"Eve 6","Inside Out","VSDNgt8YXKI","E:/Karaoke/Songs/Eve 6 - Inside Out - VSDNgt8YXKI.mp4"
"Everything Everything","Breadwinner","nKgikfuvBwk","E:/Karaoke/Songs/Everything Everything - Breadwinner - nKgikfuvBwk.mp4"
"Everything Everything","Cold Reactor","w4gyA9MlWao","E:/Karaoke/Songs/Everything Everything - Cold Reactor - w4gyA9MlWao.mkv"
"Everything Everything","No Reptiles","QFMJXkZirZc","E:/Karaoke/Songs/Everything Everything - No Reptiles - QFMJXkZirZc.mkv"
"Extreme","More Than Words","svzLPvd6b9k","E:/Karaoke/Songs/Extreme - More Than Words - svzLPvd6b9k.mp4"
"Fall Out Boy","Sugar, We're Goin Down","6vWIM0AjPNc","E:/Karaoke/Songs/Fall Out Boy - Sugar, We're Goin Down - 6vWIM0AjPNc.mp4"
"Falling in Reverse","I'm Not a Vampire","Bm8YYvGulFM","E:/Karaoke/Songs/Falling in Reverse - I'm Not a Vampire - Bm8YYvGulFM.mp4"
"Faye Webster","Kingston","VXQCdjGiw1U","E:/Karaoke/Songs/Faye Webster - Kingston - VXQCdjGiw1U.mkv"
"FIFTY FIFTY","Cupid (Twin version, Sped up)","69hoU1OdJjQ","E:/Karaoke/Songs/FIFTY FIFTY - Cupid (Twin version, Sped up) - 69hoU1OdJjQ.mkv"
"Finger Family","Finger Family Song","6c4PZerJI3M","E:/Karaoke/Songs/Finger Family - Finger Family Song - 6c4PZerJI3M.mp4"
"Fish in a Birdcage","Rule #34","iMOlsvkvjN4","E:/Karaoke/Songs/Fish in a Birdcage - Rule #34 - iMOlsvkvjN4.mp4"
"Five Little Monkeys","Five Little Monkeys","oyYvqANIXUk","E:/Karaoke/Songs/Five Little Monkeys - Five Little Monkeys - oyYvqANIXUk.mp4"
"Fleet Foxes","Helplessness Blues","N7Z9YURGzg4","E:/Karaoke/Songs/Fleet Foxes - Helplessness Blues - N7Z9YURGzg4.mkv"
"Fleet Foxes","Montezuma","LO-ow43z-IM","E:/Karaoke/Songs/Fleet Foxes - Montezuma - LO-ow43z-IM.mkv"
